"GEO_ID","NAME","C03002_001E","C03002_001M","C03002_002E","C03002_002M","C03002_003E","C03002_003M","C03002_004E","C03002_004M","C03002_005E","C03002_005M","C03002_006E","C03002_006M","C03002_007E","C03002_007M","C03002_008E","C03002_008M","C03002_009E","C03002_009M","C03002_010E","C03002_010M","C03002_011E","C03002_011M","C03002_012E","C03002_012M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino"
"1600000US2642160","Kalamazoo city, Michigan","76557","47","70201","1606","46873","2675","16098","1972","122","132","1365","661","0","172","319","393","5424","2048","743","641","4681","2002","6356","1601"
"1600000US4864472","San Angelo city, Texas","101824","2967","58413","2278","50444","2259","4412","735","239","176","1827","240","7","12","62","103","1422","782","0","228","1422","782","43411","2076"
"1600000US1275875","Wesley Chapel CDP, Florida","65249","5442","51994","5193","36511","4318","6413","2410","213","204","5335","2060","38","65","890","1457","2594","1292","73","125","2521","1272","13255","3155"
"1600000US0877290","Thornton city, Colorado","139430","42","88332","4634","73391","4511","2402","1630","54","72","6454","1769","101","167","251","207","5679","2323","505","586","5174","2260","51098","4633"
"1600000US0644000","Los Angeles city, California","3990469","89","2038613","22119","1107758","14212","333350","14448","6597","1615","475572","14197","5054","1715","13626","2630","96656","6470","6364","2033","90292","5739","1951856","22124"
"1600000US4147000","Medford city, Oregon","82348","26","67735","3230","61355","3228","1269","746","1405","1279","1237","520","393","548","64","106","2012","801","0","207","2012","801","14613","3230"
"1600000US4419180","Cranston city, Rhode Island","81282","33","68824","2976","56060","3510","3635","1481","648","728","5257","2156","160","204","480","609","2584","1163","263","259","2321","1117","12458","2972"
"1600000US0653322","Oceanside city, California","176090","56","115444","6438","82679","6359","6725","2013","724","748","14669","3376","1692","1300","191","315","8764","2716","0","211","8764","2716","60646","6438"
"1600000US0657456","Pittsburg city, California","72443","37","40799","4648","13590","2369","12634","3972","358","382","12049","2962","69","114","0","211","2099","916","67","111","2032","899","31644","4654"
"1600000US0681666","Vallejo city, California","121915","71","86577","4458","27423","3227","23022","3390","249","265","30350","3395","478","639","774","684","4281","1458","0","211","4281","1458","35338","4466"
"1600000US2511000","Cambridge city, Massachusetts","118967","41","105368","3033","69524","3664","9100","2366","83","131","21513","3131","471","418","549","317","4128","1203","219","179","3909","1176","13599","3031"
"1600000US1919000","Davenport city, Iowa","102080","27","94314","1329","76291","2299","10265","2244","185","264","2837","1065","175","264","84","142","4477","1741","0","163","4477","1741","7766","1331"
"1600000US7276770","San Juan zona urbana, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US1224125","Fort Myers city, Florida","82260","34","63648","3221","40770","3917","18511","3330","0","229","2029","1013","154","196","1166","1317","1018","694","0","229","1018","694","18612","3219"
"1600000US0656000","Pasadena city, California","141374","41","90282","5193","46372","4005","12099","3104","119","147","26465","3365","81","102","181","175","4965","1630","429","458","4536","1535","51092","5183"
"1600000US1239425","Largo city, Florida","85008","52","74537","2875","65556","3405","5230","2380","120","157","1513","882","21","37","295","416","1802","1088","0","229","1802","1088","10471","2879"
"1600000US4826232","Flower Mound town, Texas","77038","62","66960","3172","54063","3393","2577","1505","461","341","8210","2166","0","228","56","95","1593","661","0","228","1593","661","10078","3172"
"1600000US4957300","Orem city, Utah","97512","38","80130","3449","73689","3547","434","296","81","142","2148","853","693","789","52","71","3033","1266","26","44","3007","1265","17382","3448"
"1600000US4967000","Salt Lake City city, Utah","200576","61","157445","6471","132404","6580","4491","1617","2080","1098","9457","2306","1774","1015","1033","872","6206","1647","967","1136","5239","1409","43131","6472"
"1600000US2208920","Bossier City city, Louisiana","68222","50","61436","1137","38647","2575","20571","2186","79","137","942","601","0","217","305","464","892","631","0","217","892","631","6786","1135"
"1600000US4832372","Harlingen city, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US1303440","Athens-Clarke County unified government (balance), Georgia","126000","353","112360","303","68851","643","34377","1080","29","46","4921","597","166","241","540","597","3476","1216","17","36","3459","1220","13640","218"
"1600000US0812815","Centennial city, Colorado","110822","55","97674","3832","83071","3855","3535","1718","370","324","6664","1657","87","144","173","210","3774","1123","93","119","3681","1110","13148","3829"
"1600000US4806128","Baytown city, Texas","77962","2505","41919","5377","20845","4346","18335","5147","0","228","991","970","0","228","64","105","1684","1430","0","228","1684","1430","36043","5317"
"1600000US3421000","Elizabeth city, New Jersey","128882","39","38392","5196","14192","2560","17941","3746","0","210","3530","1710","0","210","1899","1309","830","721","134","218","696","693","90490","5201"
"1600000US0613214","Chino Hills city, California","83438","45","60734","3678","19271","3910","4237","2174","378","592","33649","4596","0","211","0","211","3199","1628","83","127","3116","1633","22704","3674"
"1600000US1225175","Gainesville city, Florida","133851","38","116343","1926","69159","4278","32527","4048","558","366","9217","1807","172","298","146","148","4564","1547","2","4","4562","1546","17508","1930"
"1600000US3473110","Toms River CDP, New Jersey","91268","667","81270","2957","74337","3230","1287","840","222","327","4022","1665","0","210","0","210","1402","750","0","210","1402","750","9998","2809"
"1600000US0633434","Hesperia city, California","95267","37","36004","3834","27004","3415","3579","1538","776","858","2263","1222","0","211","36","60","2346","1323","0","211","2346","1323","59263","3832"
"1600000US4829000","Garland city, Texas","242402","495","137716","8338","65331","4930","35308","6618","1710","1094","29956","5379","0","228","1190","1087","4221","1117","328","307","3893","1145","104686","8302"
"1600000US1902305","Ankeny city, Iowa","65282","21","63344","1193","58768","2672","894","668","90","116","2023","1683","0","163","0","163","1569","1014","0","163","1569","1014","1938","1192"
"1600000US3563460","Rio Rancho city, New Mexico","98016","27","55793","1548","48180","1627","3004","448","662","529","1653","705","645","550","0","201","1649","746","0","201","1649","746","42223","1542"
"1600000US1245000","Miami city, Florida","470911","41","121910","8724","51850","3886","61038","7591","103","163","5745","2492","0","229","358","351","2816","1606","567","422","2249","1539","349001","8721"
"1600000US1258715","Port St. Lucie city, Florida","195251","32","158547","4017","112844","4636","36729","4775","0","229","3977","1500","86","144","461","426","4450","2259","66","122","4384","2278","36704","4012"
"1600000US0641992","Livermore city, California","90258","46","72387","3904","54578","4308","2753","1790","129","124","10703","2678","640","547","141","170","3443","1146","499","533","2944","932","17871","3898"
"1600000US5335275","Kennewick city, Washington","82950","32","62280","2930","55488","3531","2035","1130","260","253","3326","1388","0","204","0","204","1171","780","0","204","1171","780","20670","2928"
"1600000US2509000","Brockton city, Massachusetts","95781","27","85388","2277","29443","3411","45652","3205","91","167","1985","1089","0","211","5278","2165","2939","1756","1991","1636","948","699","10393","2277"
"1600000US3436000","Jersey City city, New Jersey","265560","50","189638","5865","54145","4769","55613","3944","335","274","69891","4167","0","210","2592","1680","7062","1839","1409","811","5653","1857","75922","5864"
"1600000US0669070","Santa Barbara city, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US0412000","Chandler city, Arizona","257153","67","205321","6416","150360","6588","12921","2788","2685","1404","31241","4479","581","515","299","268","7234","1492","193","206","7041","1468","51832","6405"
"1600000US0662938","Roseville city, California","139110","44","119333","3219","96983","3692","2169","1195","160","200","13197","2467","339","330","75","127","6410","1675","33","69","6377","1686","19777","3227"
"1600000US3728000","Greensboro city, North Carolina","294726","47","269082","2832","123429","4817","119101","5183","1273","642","14826","2611","5","11","2212","2405","8236","2168","700","940","7536","2041","25644","2829"
"1600000US0649670","Mountain View city, California","83377","32","67967","3792","34980","3566","1211","787","117","192","27547","3674","0","211","771","541","3341","806","25","44","3316","804","15410","3790"
"1600000US5322640","Everett city, Washington","111263","35","94180","3821","68675","4348","6109","2163","562","333","11885","3110","1464","1870","0","204","5485","1768","95","124","5390","1789","17083","3818"
"1600000US1236100","Kendall CDP, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US1236950","Kissimmee city, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US2688940","Wyoming city, Michigan","75812","39","58679","3403","45441","4089","4074","1314","0","172","5419","2234","0","172","0","172","3745","1562","0","172","3745","1562","17133","3402"
"1600000US1823278","Fishers city, Indiana","93790","1945","90137","2796","75833","3725","5469","2200","0","198","6334","2202","175","297","0","198","2326","1506","0","198","2326","1506","3653","1628"
"1600000US3961000","Parma city, Ohio","78746","33","74318","1687","66269","2866","3058","1556","18","33","1720","1048","0","195","122","197","3131","1548","0","195","3131","1548","4428","1688"
"1600000US0685292","Whittier city, California","86060","41","28267","3326","20516","3032","776","455","307","299","4543","1881","0","211","1282","1166","843","535","0","211","843","535","57793","3324"
"1600000US1276600","West Palm Beach city, Florida","111389","47","81339","5073","40820","4527","35996","5131","0","229","1944","1022","0","229","288","352","2291","1173","62","110","2229","1169","30050","5072"
"1600000US1738570","Joliet city, Illinois","149356","5901","97088","6374","63629","5587","25925","4754","22","34","2626","1498","0","190","453","594","4433","1925","40","66","4393","1932","52268","6648"
"1600000US4837000","Irving city, Texas","242228","56","134575","7105","48822","4665","33478","5426","576","578","47988","5901","100","133","157","149","3454","1322","539","513","2915","1259","107653","7109"
"1600000US0523290","Fayetteville city, Arkansas","86765","58","79394","2251","66259","2854","5433","1476","659","466","2513","1193","1078","1477","0","201","3452","1645","0","201","3452","1645","7371","2249"
"1600000US0464210","San Tan Valley CDP, Arizona","105922","8501","78646","6972","68199","6788","2113","1015","847","788","3060","1280","69","130","0","211","4358","1795","0","211","4358","1795","27276","5776"
"1600000US1772000","Springfield city, Illinois","114512","33","111600","737","80574","1248","23435","1518","442","210","3911","483","0","190","43","66","3195","1086","0","190","3195","1086","2912","731"
