"GEO_ID","NAME","C03002_001E","C03002_001M","C03002_002E","C03002_002M","C03002_003E","C03002_003M","C03002_004E","C03002_004M","C03002_005E","C03002_005M","C03002_006E","C03002_006M","C03002_007E","C03002_007M","C03002_008E","C03002_008M","C03002_009E","C03002_009M","C03002_010E","C03002_010M","C03002_011E","C03002_011M","C03002_012E","C03002_012M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino"
"1600000US0655156","Palmdale city, California","156661","43","65195","6110","33648","4333","19724","3723","357","416","7356","2369","619","920","528","568","2963","1273","0","211","2963","1273","91466","6117"
"1600000US0682590","Victorville city, California","122305","39","65607","8905","26788","6002","28654","7764","270","231","5764","3431","447","438","120","206","3564","2063","80","143","3484","2058","56698","8910"
"1600000US4827000","Fort Worth city, Texas","898919","3846","579873","13330","343259","10428","167278","10250","3737","1766","42926","5816","1164","941","2392","1398","19117","4166","762","506","18355","4188","319046","13426"
"1600000US5335940","Kirkland city, Washington","89557","32","82570","2503","64789","3430","506","423","289","262","12458","2291","0","204","0","204","4528","1399","413","374","4115","1384","6987","2507"
"1600000US5531000","Green Bay city, Wisconsin","104880","27","87635","2221","71148","2870","4576","1137","3366","1061","4800","1565","167","214","0","151","3578","1143","0","151","3578","1143","17245","2219"
"1600000US1368516","Sandy Springs city, Georgia","108798","27","95882","3715","64336","4302","18322","4461","189","239","9227","2443","267","330","497","690","3044","2144","519","489","2525","2103","12916","3716"
"1600000US0603526","Bakersfield city, California","383601","93","186473","8344","123989","7227","30026","3938","998","471","23753","3450","1119","355","963","723","5625","2035","0","211","5625","2035","197128","8345"
"1600000US3240000","Las Vegas city, Nevada","644664","96","421804","8994","272870","10918","68488","7796","3225","1384","46422","5972","4127","2069","2377","1581","24295","3753","1049","949","23246","3629","222860","8994"
"1600000US7214290","Carolina zona urbana, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US0678582","Thousand Oaks city, California","127720","101","103063","5510","83767","4843","1878","1127","215","189","13489","2410","121","202","271","262","3322","1132","471","523","2851","986","24657","5509"
"1600000US5553000","Milwaukee city, Wisconsin","592002","85","472126","3731","204250","5785","222619","5620","1999","747","25171","2860","268","132","857","487","16962","2974","597","534","16365","2920","119876","3732"
"1600000US2524960","Framingham city, Massachusetts","73123","25","58802","2978","43879","3548","4157","1792","0","211","6347","2145","0","211","3597","2460","822","439","182","184","640","418","14321","2982"
"1600000US1706613","Bloomington city, Illinois","77955","30","72036","777","56138","1973","7097","1592","218","248","6601","1155","0","190","0","190","1982","773","0","190","1982","773","5919","777"
"1600000US4269000","Scranton city, Pennsylvania","77186","30","64255","1514","53024","1856","3823","1102","0","177","4250","1222","42","69","266","256","2850","911","0","177","2850","911","12931","1509"
"1600000US0614218","Clovis city, California","112019","36","77501","4698","55059","4829","5048","2581","234","312","11129","3109","0","211","229","362","5802","1871","64","113","5738","1866","34518","4700"
"1600000US2430325","Frederick city, Maryland","72152","35","57262","2604","40686","3184","10982","2109","0","206","3789","1278","0","206","102","181","1703","867","0","206","1703","867","14890","2604"
"1600000US4659020","Sioux Falls city, South Dakota","181906","76","172276","508","144005","1002","13514","2102","3629","1024","5833","444","0","163","0","163","5295","2046","0","163","5295","2046","9630","504"
"1600000US2567000","Springfield city, Massachusetts","155029","30","80031","4007","43420","3673","27892","2419","676","641","3647","1776","0","211","1521","1239","2875","1140","222","269","2653","1110","74998","4006"
"1600000US2534550","Lawrence city, Massachusetts","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US0639248","Laguna Niguel city, California","66265","30","55279","2675","43113","3212","916","588","0","211","6770","1676","46","78","1564","2065","2870","1157","310","519","2560","1086","10986","2677"
"1600000US0669112","Santa Cruz city, California","64729","25","50057","3249","37029","3224","2157","921","99","98","7276","1270","119","136","140","168","3237","1096","250","338","2987","1075","14672","3249"
"1600000US0121184","Dothan city, Alabama","67814","636","65083","744","40899","1458","22184","1373","40","38","603","221","0","201","27","43","1330","423","110","141","1220","439","2731","394"
"1600000US3271400","Sunrise Manor CDP, Nevada","188515","10295","89999","8071","46204","4793","25395","4909","1468","1078","8873","2354","796","727","355","276","6908","2520","524","469","6384","2427","98516","8094"
"1600000US0662000","Riverside city, California","330080","75","144752","7248","90108","6382","17977","3177","2028","1169","26638","4882","380","346","604","439","7017","1912","115","161","6902","1912","185328","7246"
"1600000US1216725","Deerfield Beach city, Florida","80854","38","61536","4863","40166","4288","18951","4318","52","93","630","549","0","229","750","702","987","520","161","193","826","505","19318","4863"
"1600000US0150000","Mobile city, Alabama","189570","33","184814","1476","75866","4520","102271","4505","573","576","2758","1268","85","140","704","645","2557","1221","44","76","2513","1221","4756","1474"
"1600000US0686832","Yorba Linda city, California","67804","69","56782","3024","39866","3587","1417","938","190","236","12206","2834","77","126","412","587","2614","1010","0","211","2614","1010","11022","3022"
"1600000US0659962","Redlands city, California","71595","41","46473","4274","36480","4305","3351","1898","0","211","4462","1458","306","438","423","535","1451","680","0","211","1451","680","25122","4273"
"1600000US3570500","Santa Fe city, New Mexico","84605","36","36763","2063","33051","2042","932","428","358","344","885","333","102","142","34","59","1401","577","128","196","1273","539","47842","2064"
"1600000US0560410","Rogers city, Arkansas","67615","54","43086","2739","38477","2775","1081","620","159","189","1173","798","1005","595","0","201","1191","633","54","101","1137","633","24529","2739"
"1600000US2071000","Topeka city, Kansas","125908","31","106558","1519","84967","1811","12909","1348","1912","464","2518","539","0","177","183","205","4069","1228","95","106","3974","1217","19350","1515"
"1600000US0639486","Lake Elsinore city, California","68187","35","33821","4678","21054","3620","5920","4054","580","725","4241","1605","143","255","48","81","1835","1496","0","211","1835","1496","34366","4681"
"1600000US4805000","Austin city, Texas","964243","72","649294","9021","470620","7921","78354","4989","1137","533","73185","4329","439","267","2126","1280","23433","3100","216","199","23217","3112","314949","9035"
"1600000US4738320","Johnson City city, Tennessee","68245","1526","64456","1572","55627","1794","4656","1143","291","333","2244","347","0","211","167","254","1471","858","0","211","1471","858","3789","784"
"1600000US4827684","Frisco city, Texas","188153","80","167387","4452","105287","6360","17350","3778","801","575","39223","5316","0","228","761","678","3965","1517","719","664","3246","1359","20766","4451"
"1600000US0653000","Oakland city, California","429114","115","315476","7271","124440","6451","97621","6180","1528","500","65203","5781","2980","1217","1440","682","22264","3158","642","382","21622","3128","113638","7270"
"1600000US3260600","Reno city, Nevada","250989","43","191164","5654","154411","5632","7696","1567","2693","1084","14772","1810","1674","578","225","224","9693","2326","712","905","8981","2296","59825","5653"
"1600000US7263820","Ponce zona urbana, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US4813024","Carrollton city, Texas","136869","53","93045","5889","54302","4709","16338","3739","149","140","19519","3952","396","655","12","21","2329","1106","129","149","2200","1085","43824","5899"
"1600000US0665042","San Buenaventura (Ventura) city, California","111120","32","67048","4980","56396","3836","2529","1520","286","298","5459","2121","0","211","0","211","2378","953","0","211","2378","953","44072","4982"
"1600000US0602000","Anaheim city, California","352018","59","156115","9357","85197","6526","8520","2365","1004","1269","53465","6945","552","509","218","213","7159","2362","1277","1694","5882","1514","195903","9371"
"1600000US0655282","Palo Alto city, California","66655","46","63465","1816","35412","3043","1238","1057","0","211","23049","3411","8","19","278","274","3480","1098","41","68","3439","1097","3190","1814"
"1600000US2622000","Detroit city, Michigan","672681","51","619963","4808","72982","5614","520161","5751","1462","770","10597","2771","144","205","3157","1802","11460","2543","268","301","11192","2532","52718","4810"
"1600000US0973000","Stamford city, Connecticut","129770","40","95418","4705","67621","4559","13150","3603","383","369","11995","2472","0","207","179","182","2090","1042","373","440","1717","917","34352","4710"
"1600000US0632548","Hawthorne city, California","86970","35","43288","4694","9191","2578","24695","4329","78","135","7392","2494","205","327","37","60","1690","947","0","211","1690","947","43682","4695"
"1600000US4874144","Tyler city, Texas","105727","25","82227","3251","52248","4298","23017","3949","604","481","3546","1004","162","263","523","789","2127","1898","0","228","2127","1898","23500","3251"
"1600000US0620802","East Los Angeles CDP, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US3916000","Cleveland city, Ohio","383781","59","336637","3593","131010","5825","178909","6322","563","307","10595","2191","64","97","1552","1841","13944","3095","689","451","13255","3133","47144","3596"
"1600000US2754880","Rochester city, Minnesota","116957","30","109824","427","87364","893","9964","887","200","215","8710","970","64","107","270","276","3252","1149","169","165","3083","1126","7133","422"
"1600000US3615000","Cheektowaga CDP, New York","74223","1879","72384","2075","56979","2997","10444","2936","156","175","1990","1390","0","201","395","317","2420","1250","0","201","2420","1250","1839","868"
"1600000US0602553","Arden-Arcade CDP, California","107894","7249","83755","6445","59895","6067","9247","2607","823","761","7020","2333","404","440","237","244","6129","2448","81","93","6048","2429","24139","5525"
"1600000US4105800","Bend city, Oregon","97590","25","88815","2807","81461","2736","695","654","343","408","2245","782","0","207","0","207","4071","1072","0","207","4071","1072","8775","2809"
"1600000US0603666","Baldwin Park city, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US0807850","Boulder city, Colorado","107355","23","94573","2402","82782","2920","868","544","93","158","6202","1499","0","204","253","247","4375","1417","392","647","3983","1223","12782","2405"
"1600000US1245975","Miramar city, Florida","140827","35","94223","6674","15560","5709","63469","7573","0","229","11601","4625","0","229","261","423","3332","1645","428","565","2904","1636","46604","6674"
"1600000US2751730","Plymouth city, Minnesota","79437","49","75633","1741","57975","3653","4696","1730","139","182","9333","3002","111","192","136","173","3243","1200","102","167","3141","1196","3804","1744"
"1600000US1724582","Evanston city, Illinois","74110","31","65103","3354","44666","3355","11027","2851","0","190","6916","1874","0","190","338","236","2156","1159","94","155","2062","1140","9007","3358"
"1600000US3774440","Wilmington city, North Carolina","122610","30","115396","1920","85369","2695","25287","1852","258","223","1823","701","0","210","414","598","2245","936","0","210","2245","936","7214","1920"
"1600000US4870808","Sugar Land city, Texas","118614","54","101920","3883","50315","5244","6721","3328","540","544","41506","5095","43","71","870","892","1925","1060","138","181","1787","982","16694","3883"
"1600000US2467675","Rockville city, Maryland","68252","61","57817","3191","30028","3621","6442","2163","106","196","15905","3556","0","206","1059","1119","4277","2661","2061","2677","2216","1034","10435","3191"
"1600000US3350260","Nashua city, New Hampshire","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US5584250","Waukesha city, Wisconsin","72549","30","64349","2587","57890","2919","2529","1075","186","271","3078","1011","0","151","0","151","666","406","2","4","664","406","8200","2588"
"1600000US2148006","Louisville/Jefferson County metro government (balance), Kentucky","620149","114","585170","2705","401908","4123","146650","4380","1548","682","17834","1638","0","197","4077","2564","13153","3079","503","383","12650","3075","34979","2704"
"1600000US0664224","Salinas city, California","156275","62","29179","3283","17911","2888","793","423","107","172","8659","2186","0","211","0","211","1709","671","62","111","1647","666","127096","3277"
"1600000US4727740","Franklin city, Tennessee","80920","32","76909","1553","63475","2883","6078","1545","32","67","5015","1386","0","211","0","211","2309","1120","0","211","2309","1120","4011","1553"
"1600000US5380010","Yakima city, Washington","93874","47","52939","4400","48358","4083","879","459","1200","1062","823","440","114","180","0","204","1565","856","0","204","1565","856","40935","4406"
"1600000US2079000","Wichita city, Kansas","389259","46","318695","1921","242671","3624","42874","2374","2660","737","17410","2531","166","269","345","372","12569","2129","251","243","12318","2152","70564","1918"
"1600000US3921000","Dayton city, Ohio","140638","34","133839","2089","71175","3609","54717","3509","892","507","1691","866","0","195","377","345","4987","1776","191","218","4796","1787","6799","2084"
"1600000US1217200","Deltona city, Florida","91946","31","58755","3891","44817","4071","10268","3539","0","229","2591","1411","0","229","464","517","615","453","0","229","615","453","33191","3885"
"1600000US0624680","Fontana city, California","213736","43","63678","7019","31383","5533","16078","3836","234","242","12650","3433","125","208","241","233","2967","1452","97","159","2870","1456","150058","7020"
"1600000US4822660","Edinburg city, Texas","98671","36","12399","2835","7614","2065","2379","865","229","317","1804","1369","0","228","40","72","333","311","118","244","215","187","86272","2837"
"1600000US4550875","North Charleston city, South Carolina","119214","4457","106437","5362","46655","5038","51318","4579","597","388","2820","1279","0","214","129","218","4918","1864","1378","1454","3540","1213","12777","2632"
"1600000US1301696","Alpharetta city, Georgia","66263","40","61272","2117","36668","3721","6952","2856","24","44","16037","3251","0","226","412","496","1179","1142","0","226","1179","1142","4991","2117"
"1600000US0682954","Visalia city, California","133783","57","65150","5747","53722","5324","2909","1308","187","211","6679","2177","34","80","136","211","1483","1118","141","195","1342","1102","68633","5747"
"1600000US0617918","Daly City city, California","107016","34","81916","4081","12335","2465","2250","1343","161","189","62589","4509","812","1159","239","331","3530","1260","446","541","3084","1056","25100","4083"
"1600000US0541000","Little Rock city, Arkansas","197868","59","181581","2435","87213","4251","84329","4993","714","390","6205","1631","145","179","207","261","2768","1430","329","536","2439","1285","16287","2428"
"1600000US1212875","Clearwater city, Florida","116484","37","98241","3413","74864","4665","15868","4463","151","172","2815","1751","106","182","280","370","4157","2520","39","89","4118","2516","18243","3414"
"1600000US3413690","Clifton city, New Jersey","85272","29","51916","3603","40817","3509","2952","1610","47","76","7425","2029","0","210","0","210","675","584","0","210","675","584","33356","3608"
"1600000US0950370","New Britain city, Connecticut","72440","50","39612","3144","28342","2644","7113","2069","0","207","2557","1370","0","207","411","469","1189","738","357","403","832","642","32828","3139"
"1600000US1217100","Delray Beach city, Florida","69356","28","61031","2803","39344","3958","19189","4489","0","229","1526","782","41","78","256","369","675","621","0","229","675","621","8325","2801"
"1600000US3731400","High Point city, North Carolina","114322","2085","102336","3133","50295","4285","36831","4404","1269","763","9506","2707","46","101","288","365","4101","1701","85","144","4016","1701","11986","2594"
"1600000US0651182","Newport Beach city, California","85315","44","78321","2239","69289","2775","1079","758","112","195","5654","1986","249","405","236","223","1702","801","165","275","1537","751","6994","2239"
"1600000US1751622","Naperville city, Illinois","147823","1502","137323","2442","98720","3648","6513","1804","0","190","27826","3746","68","113","87","141","4109","1425","104","124","4005","1419","10500","2131"
"1600000US4829336","Georgetown city, Texas","74176","31","55844","5068","52244","4943","2143","1069","0","228","826","698","91","194","270","453","270","203","0","228","270","203","18332","5071"
"1600000US0653980","Orange city, California","139502","66","86269","5291","61992","5731","2253","949","183","183","17704","3158","183","274","153","192","3801","1183","92","150","3709","1185","53233","5301"
"1600000US0672016","Simi Valley city, California","125844","43","94499","3912","75539","4731","802","475","280","415","14896","2550","226","232","47","79","2709","1000","0","211","2709","1000","31345","3909"
"1600000US2706616","Bloomington city, Minnesota","85574","31","80608","1886","62186","4431","6960","3631","151","186","6467","2053","4","9","266","245","4574","2286","43","71","4531","2281","4966","1881"
"1600000US0177256","Tuscaloosa city, Alabama","101111","34","96502","1364","50242","4010","42136","4108","300","309","2691","746","0","201","135","258","998","628","0","201","998","628","4609","1359"
"1600000US0633000","Hayward city, California","159618","42","99210","6725","28515","4024","13887","3151","786","520","45539","4807","2813","1211","538","687","7132","2129","659","485","6473","2023","60408","6723"
"1600000US0673430","South Whittier CDP, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US0659444","Rancho Cordova city, California","74590","32","58180","3417","36883","3421","5714","1713","71","112","11092","2703","171","273","511","525","3738","1470","113","145","3625","1457","16410","3420"
"1600000US2431175","Gaithersburg city, Maryland","68294","33","52416","3503","21362","2574","12775","3524","517","563","14370","3065","0","206","120","148","3272","1255","0","206","3272","1255","15878","3497"
"1600000US0675000","Stockton city, California","311189","57","179998","7066","60072","5178","35862","4189","272","347","68185","6250","1968","1558","1028","940","12611","3006","217","161","12394","3001","131191","7067"
"1600000US4982950","West Jordan city, Utah","116047","44","98314","4137","83876","4677","2930","2068","1583","1680","5049","2223","2069","1562","145","240","2662","1380","0","193","2662","1380","17733","4128"
"1600000US0624638","Folsom city, California","79015","36","67678","2578","44768","4124","2134","914","289","232","14386","3613","260","214","215","201","5626","2448","0","211","5626","2448","11337","2579"
"1600000US0446000","Mesa city, Arizona","508979","89","366448","8456","310863","9381","24077","5288","9549","3075","7976","1905","2400","1616","472","368","11111","2385","155","152","10956","2360","142531","8463"
"1600000US0658072","Pomona city, California","152348","59","43770","4419","16717","2860","6947","2162","491","608","16306","2912","66","91","225","197","3018","1309","480","680","2538","1135","108578","4415"
"1600000US4206088","Bethlehem city, Pennsylvania","75979","2727","51896","3019","43863","3099","4038","1732","0","177","2636","957","0","177","120","191","1239","589","0","177","1239","589","24083","3352"
"1600000US1712385","Champaign city, Illinois","88033","30","82792","1358","49709","2563","17019","2225","0","190","14080","1995","0","190","387","628","1597","905","0","190","1597","905","5241","1356"
"1600000US0623182","Fairfield city, California","116885","64","84012","4336","38079","3078","16552","2768","921","667","19748","3959","370","582","20","37","8322","2359","0","211","8322","2359","32873","4345"
"1600000US3474630","Union City city, New Jersey","68521","26","15669","2727","12482","2439","1357","859","0","210","1451","810","0","210","26","44","353","306","0","210","353","306","52852","2732"
"1600000US4801924","Allen city, Texas","103378","29","92277","4224","61435","6542","10517","4074","303","419","18831","4025","0","228","98","161","1093","831","0","228","1093","831","11101","4222"
"1600000US0681204","Union City city, California","74568","40","55782","2983","10801","3144","3252","2130","255","209","38019","3582","567","402","0","211","2888","1256","317","338","2571","1186","18786","2984"
"1600000US0628000","Fullerton city, California","139629","48","88302","5967","47404","4609","2917","1501","508","421","34023","4314","482","497","111","140","2857","951","29","53","2828","952","51327","5970"
"1600000US2964082","St. Charles city, Missouri","70770","31","67915","1047","58769","2726","5000","1932","202","179","2065","1293","0","190","330","311","1549","703","0","190","1549","703","2855","1048"
"1600000US4861796","Richardson city, Texas","120954","99","98333","4330","62756","5505","11779","4128","977","506","19932","5018","104","173","0","228","2785","1075","248","406","2537","1045","22621","4330"
"1600000US4944320","Lehi city, Utah","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US0883835","Westminster city, Colorado","113473","42","85250","4449","76007","4543","2850","1966","922","611","3481","1344","52","79","270","390","1668","704","0","204","1668","704","28223","4449"
"1600000US1207875","Boynton Beach city, Florida","78038","54","67396","3131","34759","4409","28119","4796","156","304","2666","1522","0","229","197","236","1499","884","0","229","1499","884","10642","3127"
"1600000US4835000","Houston city, Texas","2326090","2841","1281160","21973","552126","15033","511271","16184","3957","1383","168199","8781","669","620","8493","2994","36445","6052","3792","1505","32653","5900","1044930","21892"
"1600000US1825000","Fort Wayne city, Indiana","264170","3976","239547","4188","173088","4238","40640","3001","545","341","13661","1885","432","555","513","464","10668","3155","205","260","10463","3153","24623","1494"
"1600000US1912000","Cedar Rapids city, Iowa","133169","28","128723","987","105938","1495","12535","1712","305","320","4973","677","586","970","110","177","4276","1621","0","163","4276","1621","4446","986"
"1600000US1901855","Ames city, Iowa","67155","19","64177","464","51859","1011","1176","777","93","144","7861","825","0","163","256","408","2932","995","0","163","2932","995","2978","463"
"1600000US1840788","Lafayette city, Indiana","72393","2923","62625","3404","52666","3578","6076","1444","94","167","1326","807","0","198","372","344","2091","1332","0","198","2091","1332","9768","1722"
"1600000US2108902","Bowling Green city, Kentucky","68393","35","62036","692","48583","1894","6416","1790","149","281","3668","1581","1217","1782","0","197","2003","1077","0","197","2003","1077","6357","693"
"1600000US3988000","Youngstown city, Ohio","64958","25","56806","2228","27749","2257","24205","2060","217","277","417","308","0","195","124","158","4094","1417","0","195","4094","1417","8152","2229"
"1600000US0846465","Loveland city, Colorado","77444","30","68521","2532","65870","2816","702","534","358","390","387","315","0","204","44","73","1160","795","134","227","1026","751","8923","2531"
"1600000US7210334","Caguas zona urbana, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US1235000","Jacksonville city, Florida","903896","34","809738","878","455487","2191","274290","3611","3095","946","42639","2760","409","428","4320","1788","29498","3948","937","778","28561","3969","94158","882"
"1600000US5522300","Eau Claire city, Wisconsin","68256","662","66023","784","59384","1304","596","349","0","151","4894","1008","0","151","0","151","1149","467","145","234","1004","467","2233","457"
"1600000US1235875","Jupiter town, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US0669084","Santa Clara city, California","129489","33","105856","5872","44779","4668","2525","1305","99","158","54153","6682","256","262","160","193","3884","1311","545","604","3339","1233","23633","5868"
"1600000US0862000","Pueblo city, Colorado","111751","28","58375","2579","51541","2508","2908","690","656","516","637","326","0","204","292","310","2341","801","74","98","2267","818","53376","2580"
"1600000US0684550","Westminster city, California","90931","48","70827","3968","16867","2762","420","350","0","211","51958","4400","100","131","118","111","1364","655","87","143","1277","614","20104","3961"
"1600000US0637692","Jurupa Valley city, California","108400","34","32383","4243","22084","3800","3976","1670","31","54","4905","2634","363","353","0","211","1024","670","196","272","828","614","76017","4242"
"1600000US2241155","Lake Charles city, Louisiana","77999","25","75611","1032","32773","2737","38177","2681","125","210","1335","474","0","217","112","190","3089","1494","0","217","3089","1494","2388","1034"
"1600000US0473000","Tempe city, Arizona","192354","40","151118","6539","109249","6316","12105","2571","5191","2195","16968","3345","849","657","660","568","6096","1437","367","372","5729","1411","41236","6549"
"1600000US4131250","Gresham city, Oregon","110165","43","84098","4396","68028","4181","3193","1379","858","587","4597","1545","843","766","57","96","6522","2509","0","207","6522","2509","26067","4398"
"1600000US0616000","Concord city, California","129681","41","89941","4898","63105","4933","4499","1676","242","281","13789","2656","144","178","151","249","8011","2404","0","211","8011","2404","39740","4895"
"1600000US4856348","Pearland city, Texas","124321","2665","95913","6065","50782","5592","24939","5258","217","327","18519","3093","0","228","100","168","1356","667","258","316","1098","615","28408","6304"
"1600000US1272145","Town 'n' Country CDP, Florida","82577","8885","39512","5614","28141","4657","5077","2180","143","219","4147","1925","0","229","165","274","1839","1072","381","386","1458","1035","43065","7267"
"1600000US0611964","Castro Valley CDP, California","63226","5323","53185","4705","23825","3546","4582","1705","220","298","20354","4113","101","117","275","295","3828","1635","170","283","3658","1609","10041","3154"
"1600000US0669088","Santa Clarita city, California","210085","44","135685","7286","101366","7010","4324","1695","481","533","20539","3387","55","81","136","136","8784","2617","224","224","8560","2576","74400","7283"
"1600000US0684200","West Covina city, California","106314","42","55128","5307","12222","2200","4143","1480","116","142","35032","4602","1297","1420","106","125","2212","789","33","71","2179","784","51186","5309"
"1600000US4530850","Greenville city, South Carolina","68543","69","65496","1369","44029","2978","18027","2968","0","214","1565","658","681","852","142","228","1052","555","50","81","1002","550","3047","1370"
"1600000US4052500","Norman city, Oklahoma","123469","32","112590","2256","84209","3254","6351","1563","6388","1375","6915","1688","47","80","687","740","7993","1837","84","139","7909","1822","10879","2258"
"1600000US0135896","Hoover city, Alabama","85115","42","78670","2810","57720","4081","14645","3767","156","163","4687","1416","43","70","105","170","1314","810","117","202","1197","782","6445","2812"
"1600000US0602252","Antioch city, California","111535","41","69917","5501","26794","3438","21553","4865","256","272","14275","3356","397","427","228","280","6414","2395","143","163","6271","2385","41618","5500"
"1600000US3825700","Fargo city, North Dakota","125040","2398","121032","2445","102167","3305","9867","2382","1485","716","5410","1005","0","161","26","55","2077","835","0","161","2077","835","4008","777"
"1600000US4830464","Grand Prairie city, Texas","194600","58","98351","7325","44379","6174","35787","5533","487","504","11579","3161","175","217","188","212","5756","2417","147","188","5609","2427","96249","7333"
"1600000US3223770","Enterprise CDP, Nevada","187078","11143","155334","10630","80178","8232","23352","6646","638","463","40828","5619","387","338","1213","934","8738","2624","185","184","8553","2572","31744","5326"
"1600000US1270600","Tallahassee city, Florida","193550","33","180094","1698","96919","3091","68192","3315","476","367","9739","1189","97","156","651","726","4020","1948","1181","1128","2839","1177","13456","1696"
"1600000US1245060","Miami Gardens city, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US3807200","Bismarck city, North Dakota","71843","2591","69808","2667","62781","2470","2208","494","2789","906","567","249","0","161","0","161","1463","781","20","38","1443","778","2035","425"
"1600000US2970000","Springfield city, Missouri","168113","35","161561","1815","145747","2648","6357","1363","947","424","2809","981","36","65","371","350","5294","1405","86","109","5208","1414","6552","1818"
"1600000US3719000","Durham city, North Carolina","274497","324","235149","2125","107680","2853","102485","3379","1101","472","14805","1250","0","210","1515","2055","7563","1970","456","466","7107","1945","39348","2147"
"1600000US0836410","Highlands Ranch CDP, Colorado","108257","4997","97660","4906","88913","4809","1138","792","107","182","5213","1524","0","204","562","835","1727","695","0","204","1727","695","10597","2241"
"1600000US3539380","Las Cruces city, New Mexico","102929","29","40110","3006","32323","2920","2974","1074","1237","658","1238","587","0","201","79","136","2259","1025","331","453","1928","902","62819","3011"
"1600000US4652980","Rapid City city, South Dakota","75448","31","70831","788","56608","1185","1133","707","8523","1410","1134","515","39","68","0","163","3394","1332","0","163","3394","1332","4617","792"
"1600000US0673080","South Gate city, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US4815976","College Station city, Texas","116218","22","93480","3230","72947","3326","5721","1843","0","228","12060","1650","0","228","200","333","2552","1058","331","247","2221","1068","22738","3234"
"1600000US4134100","Hillsboro city, Oregon","108382","43","88801","3630","64436","4195","3108","2125","693","648","12990","2706","361","281","64","106","7149","1995","179","240","6970","1940","19581","3634"
"1600000US3403580","Bayonne city, New Jersey","65082","28","38057","4172","23743","3418","6810","3763","0","210","6460","2049","0","210","197","314","847","483","0","210","847","483","27025","4178"
"1600000US1238250","Lakeland city, Florida","110494","74","90276","3856","62238","5022","25028","4166","321","328","1749","947","0","229","126","150","814","585","8","17","806","585","20218","3858"
"1600000US3268585","Spring Valley CDP, Nevada","214161","12389","161456","10211","80625","6686","30032","6483","288","320","35725","4233","914","657","2186","2397","11686","2982","449","756","11237","2669","52705","7357"
"1600000US1871000","South Bend city, Indiana","103869","3384","87670","3808","54692","4159","27269","2743","315","424","1758","670","38","66","257","288","3341","1196","56","92","3285","1181","16199","2052"
"1600000US2432025","Germantown CDP, Maryland","81399","6966","62369","6064","29818","3801","13023","3184","138","245","14343","3618","0","206","559","543","4488","1630","496","805","3992","1505","19030","5223"
